time,temperature
1580504190,11.3
1580504250,11.3
1580504310,11.3
1580504370,11.3
1580504430,11.3
1580504490,11.3
1580504550,11.3
1580504610,11.3
1580504670,11.3
1580504730,11.3
1580504790,11.3
1580504850,11.3
1580504910,11.3
1580504970,11.3
1580505030,11.3
1580505090,11.3
1580505150,11.3
1580505210,11.3
1580505270,11.3
1580505330,11.3
1580505390,11.3
1580505450,11.3
1580505510,11.3
1580505570,11.3
1580505630,11.3
1580505690,11.3
1580505750,11.3
1580505810,11.3
1580505870,11.3
1580505930,11.3
1580505990,11.3
1580506050,11.3
1580506110,11.3
1580506170,11.3
1580506230,11.3
1580506290,11.3
1580506350,11.3
1580506410,11.3
1580506470,11.3
1580506530,11.3
1580506590,11.3
1580506650,11.3
1580506710,11.3
1580506770,11.3
1580506830,11.3
1580506890,11.3
1580506950,11.3
1580507010,11.3
1580507070,11.3
1580507130,11.3
1580507190,11.3
1580507250,11.3
1580507310,11.3
1580507370,11.3
1580507430,11.3
1580507490,11.3
1580507550,11.3
1580507610,11.3
1580507670,11.3
1580507730,11.3
1580507790,11.3
1580507850,11.3
1580507910,11.3
1580507970,11.3
1580508030,11.3
1580508090,11.3
1580508150,11.3
1580508210,11.3
1580508270,11.3
1580508330,11.3
1580508390,11.3
1580508450,11.3
1580508510,11.3
1580508570,11.3
1580508630,11.3
1580508690,11.3
1580508750,11.3
1580508810,11.3
1580508870,11.3
1580508930,11.3
1580508990,11.3
1580509050,11.3
1580509110,11.3
1580509170,11.3
1580509230,11.3
1580509290,11.3
1580509350,11.3
1580509410,11.3
1580509470,11.3
1580509530,11.3
1580509590,11.3
1580509650,11.3
1580509710,11.3
1580509770,11.3
1580509830,11.3
1580509890,11.3
1580509950,11.3
1580510010,11.3
1580510070,11.3
1580510130,11.3
1580510190,11.3
1580510250,11.3
1580510310,11.3
1580510370,11.3
1580510430,11.3
1580510490,11.3
1580510550,11.3
1580510610,11.3
1580510670,11.3
1580510730,11.3
1580510790,11.3
1580510850,11.3
1580510910,11.3
1580510970,11.3
1580511030,11.3
1580511090,11.3
1580511150,11.3
1580511210,11.3
1580511270,11.3
1580511330,11.3
1580511390,11.3
1580511450,11.3
1580511510,11.3
1580511570,11.3
1580511630,11.3
1580511690,11.3
1580511750,11.3
1580511810,11.3
1580511870,11.3
1580511930,11.3
1580511990,11.3
1580512050,11.3
1580512110,11.3
1580512170,11.3
1580512230,11.3
1580512290,11.3
1580512350,11.3
1580512410,11.3
1580512470,11.3
1580512530,11.3
1580512590,11.3
1580512650,11.3
1580512710,11.3
1580512770,11.3
1580512830,11.3
1580512890,11.3
1580512950,11.3
1580513010,11.3
1580513070,11.3
1580513130,11.3
1580513190,11.3
1580513250,11.3
1580513310,11.3
1580513370,11.3
1580513430,11.3
1580513490,11.3
1580513550,11.3
1580513610,11.3
1580513670,11.3
1580513730,11.3
1580513790,11.3
1580513850,11.3
1580513910,11.3
1580513970,11.3
1580514030,11.3
1580514090,11.3
1580514150,11.3
1580514210,11.3
1580514270,11.3
1580514330,11.3
1580514390,11.3
1580514450,11.3
1580514510,11.3
1580514570,11.3
1580514630,11.3
1580514690,11.3
1580514750,11.3
1580514810,11.3
1580514870,11.3
1580514930,11.3
1580514990,11.3
1580515050,11.3
1580515110,11.3
1580515170,11.3
1580515230,11.3
1580515290,11.3
1580515350,11.3
1580515410,11.3
1580515470,11.3
1580515530,11.3
1580515590,11.3
1580515650,11.3
1580515710,11.3
1580515770,11.3
1580515830,11.3
1580515890,11.3
1580515950,11.3
1580516010,11.3
1580516070,11.3
1580516130,11.3
1580516190,11.3
1580516250,11.3
1580516310,11.3
1580516370,11.3
1580516430,11.3
1580516490,11.3
1580516550,11.3
1580516610,11.3
1580516670,11.3
1580516730,11.3
1580516790,11.3
1580516850,11.3
1580516910,11.3
1580516970,11.3
1580517030,11.3
1580517090,11.3
1580517150,11.3
1580517210,11.3
1580517270,11.3
1580517330,11.3
1580517390,11.3
1580517450,11.3
1580517510,11.3
1580517570,11.3
1580517630,11.3
1580517690,11.3
1580517750,11.3
1580517810,11.3
1580517870,11.3
1580517930,11.3
1580517990,11.3
1580518050,11.3
1580518110,11.3
1580518170,11.3
1580518230,11.3
1580518290,11.3
1580518350,11.3
1580518410,11.3
1580518470,11.3
1580518530,11.3
1580518590,11.3
1580518650,11.3
1580518710,11.3
1580518770,11.3
1580518830,11.3
1580518890,11.3
1580518950,11.3
1580519010,11.3
1580519070,11.3
1580519130,11.3
1580519190,11.3
1580519250,11.3
1580519310,11.3
1580519370,11.3
1580519430,11.3
1580519490,11.3
1580519550,11.3
1580519610,11.3
1580519670,11.3
1580519730,11.3
1580519790,11.3
1580519850,11.3
1580519910,11.3
1580519970,11.3
1580520030,11.3
1580520090,11.3
1580520150,11.3
1580520210,11.3
1580520270,11.3
1580520330,11.3
1580520390,11.3
1580520450,11.3
1580520510,11.3
1580520570,11.3
1580520630,11.3
1580520690,11.3
1580520750,11.3
1580520810,11.3
1580520870,11.3
1580520930,11.3
1580520990,11.3
1580521050,11.3
1580521110,11.3
1580521170,11.3
1580521230,11.3
1580521290,11.3
1580521350,11.3
1580521410,11.3
1580521470,11.3
1580521530,11.3
1580521590,11.3
1580521650,11.3
1580521710,11.3
1580521770,11.3
1580521830,11.3
1580521890,11.3
1580521950,11.3
1580522010,11.3
1580522070,11.3
1580522130,11.3
1580522190,11.3
1580522250,11.3
1580522310,11.3
1580522370,11.3
1580522430,11.3
1580522490,11.3
1580522550,11.3
1580522610,11.3
1580522670,11.3
1580522730,11.3
1580522790,11.3
1580522850,11.3
1580522910,11.3
1580522970,11.3
1580523030,11.3
1580523090,11.3
1580523150,11.3
1580523210,11.3
1580523270,11.3
1580523330,11.3
1580523390,11.3
1580523450,11.3
1580523510,11.3
1580523570,11.3
1580523630,11.3
1580523690,11.3
1580523750,11.3
1580523810,11.3
1580523870,11.3
1580523930,11.3
1580523990,11.3
1580524050,11.3
1580524110,11.3
1580524170,11.3
1580524230,11.3
1580524290,11.3
1580524350,11.3
1580524410,11.3
1580524470,11.3
1580524530,11.3
1580524590,11.3
1580524650,11.3
1580524710,11.3
1580524770,11.3
1580524830,11.3
1580524890,11.3
1580524950,11.3
1580525010,11.3
1580525070,11.3
1580525130,11.3
1580525190,11.3
1580525250,11.3
1580525310,11.3
1580525370,11.3
1580525430,11.3
1580525490,11.3
1580525550,11.3
1580525610,11.3
1580525670,11.3
1580525730,11.3
1580525790,11.3
1580525850,11.3
1580525910,11.3
1580525970,11.3
1580526030,11.3
1580526090,11.3
1580526150,11.3
1580526210,11.3
1580526270,11.3
1580526330,11.3
1580526390,11.3
1580526450,11.3
1580526510,11.3
1580526570,11.3
1580526630,11.3
1580526690,11.3
1580526750,11.3
1580526810,11.3
1580526870,11.3
1580526930,11.3
1580526990,11.3
1580527050,11.3
1580527110,11.3
1580527170,11.3
1580527230,11.3
1580527290,11.3
1580527350,11.3
1580527410,11.3
1580527470,11.3
1580527530,11.3
1580527590,11.3
1580527650,11.3
1580527710,11.3
1580527770,11.3
1580527830,11.3
1580527890,11.3
1580527950,11.3
1580528010,11.3
1580528070,11.3
1580528130,11.3
1580528190,11.3
1580528250,11.3
1580528310,11.3
1580528370,11.3
1580528430,11.3
1580528490,11.3
1580528550,11.3
1580528610,11.3
1580528670,11.3
1580528730,11.3
1580528790,11.3
1580528850,11.3
1580528910,11.3
1580528970,11.3
1580529030,11.3
1580529090,11.3
1580529150,11.3
1580529210,11.3
1580529270,11.3
1580529330,11.3
1580529390,11.3
1580529450,11.3
1580529510,11.3
1580529570,11.3
1580529630,11.3
1580529690,11.3
1580529750,11.3
1580529810,11.3
1580529870,11.3
1580529930,11.3
1580529990,11.3
1580530050,11.3
1580530110,11.3
1580530170,11.3
1580530230,11.3
1580530290,11.3
1580530350,11.3
1580530410,11.3
1580530470,11.3
1580530530,11.3
1580530590,11.3
1580530650,11.3
1580530710,11.3
1580530770,11.3
1580530830,11.3
1580530890,11.3
1580530950,11.3
1580531010,11.3
1580531070,11.3
1580531130,11.3
1580531190,11.3
1580531250,11.3
1580531310,11.3
1580531370,11.3
1580531430,11.3
1580531490,11.3
1580531550,11.3
1580531610,11.3
1580531670,11.3
1580531730,11.3
1580531790,11.3
1580531850,11.3
1580531910,11.3
1580531970,11.3
1580532030,11.3
1580532090,11.3
1580532150,11.3
1580532210,11.3
1580532270,11.3
1580532330,11.3
1580532390,11.3
1580532450,11.3
1580532510,11.3
1580532570,11.3
1580532630,11.3
1580532690,11.3
1580532750,11.3
1580532810,11.3
1580532870,11.3
1580532930,11.3
1580532990,11.3
1580533050,11.3
1580533110,11.3
1580533170,11.3
1580533230,11.3
1580533290,11.3
1580533350,11.3
1580533410,11.3
1580533470,11.3
1580533530,11.3
1580533590,11.3
1580533650,11.3
1580533710,11.3
1580533770,11.3
1580533830,11.3
1580533890,11.3
1580533950,11.3
1580534010,11.3
1580534070,11.3
1580534130,11.3
1580534190,11.3
1580534250,11.3
1580534310,11.3
1580534370,11.3
1580534430,11.3
1580534490,11.3
1580534550,11.3
1580534610,11.3
1580534670,11.3
1580534730,11.3
1580534790,11.3
1580534850,11.3
1580534910,11.3
1580534970,11.3
1580535030,11.3
1580535090,11.3
1580535150,11.3
1580535210,11.3
1580535270,11.3
1580535330,11.3
1580535390,11.3
1580535450,11.3
1580535510,11.3
1580535570,11.3
1580535630,11.3
1580535690,11.3
1580535750,11.3
1580535810,11.3
1580535870,11.3
1580535930,11.3
1580535990,11.3
1580536050,11.3
1580536110,11.3
1580536170,11.3
1580536230,11.3
1580536290,11.3
1580536350,11.3
1580536410,11.3
1580536470,11.3
1580536530,11.3
1580536590,11.3
1580536650,11.3
1580536710,11.3
1580536770,11.3
1580536830,11.3
1580536890,11.3
1580536950,11.3
1580537010,11.3
1580537070,11.3
1580537130,11.3
1580537190,11.3
1580537250,11.3
1580537310,11.3
1580537370,11.3
1580537430,11.3
1580537490,11.3
1580537550,11.3
1580537610,11.3
1580537670,11.3
1580537730,11.3
1580537790,11.3
1580537850,11.3
1580537910,11.3
1580537970,11.3
1580538030,11.3
1580538090,11.3
1580538150,11.3
1580538210,11.3
1580538270,11.3
1580538330,11.3
1580538390,11.3
1580538450,11.3
1580538510,11.3
1580538570,11.3
1580538630,11.3
1580538690,11.3
1580538750,11.3
1580538810,11.3
1580538870,11.3
1580538930,11.3
1580538990,11.3
1580539050,11.3
1580539110,11.3
1580539170,11.3
1580539230,11.3
1580539290,11.3
1580539350,11.3
1580539410,11.3
1580539470,11.3
1580539530,11.3
1580539590,11.3
1580539650,11.3
1580539710,11.3
1580539770,11.3
1580539830,11.3
1580539890,11.3
1580539950,11.3
1580540010,11.3
1580540070,11.3
1580540130,11.3
1580540190,11.3
1580540250,11.3
1580540310,11.3
1580540370,11.3
1580540430,11.3
1580540490,11.3
1580540550,11.3
1580540610,11.3
1580540670,11.3
1580540730,11.3
1580540790,11.3
1580540850,11.3
1580540910,11.3
1580540970,11.3
1580541030,11.3
1580541090,11.3
1580541150,11.3
1580541210,11.3
1580541270,11.3
1580541330,11.3
1580541390,11.3
1580541450,11.3
1580541510,11.3
1580541570,11.3
1580541630,11.3
1580541690,11.3
1580541750,11.3
1580541810,11.3
1580541870,11.3
1580541930,11.3
1580541990,11.3
1580542050,11.3
1580542110,11.3
1580542170,11.3
1580542230,11.3
1580542290,11.3
1580542350,11.3
1580542410,11.3
1580542470,11.3
1580542530,11.3
1580542590,11.3
1580542650,11.3
1580542710,11.3
1580542770,11.3
1580542830,11.3
1580542890,11.3
1580542950,11.3
1580543010,11.3
1580543070,11.3
1580543130,11.3
1580543190,11.3
1580543250,11.3
1580543310,11.3
1580543370,11.3
1580543430,11.3
1580543490,11.3
1580543550,11.3
1580543610,11.3
1580543670,11.3
1580543730,11.3
1580543790,11.3
1580543850,11.3
1580543910,11.3
1580543970,11.3
1580544030,11.3
1580544090,11.3
1580544150,11.3
1580544210,11.3
1580544270,11.3
1580544330,11.3
1580544390,11.3
1580544450,11.3
1580544510,11.3
1580544570,11.3
1580544630,11.3
1580544690,11.3
1580544750,11.3
1580544810,11.3
1580544870,11.3
1580544930,11.3
1580544990,11.3
1580545050,11.3
1580545110,11.3
1580545170,11.3
1580545230,11.3
1580545290,11.3
1580545350,11.3
1580545410,11.3
1580545470,11.3
1580545530,11.3
1580545590,11.3
1580545650,11.3
1580545710,11.3
1580545770,11.3
1580545830,11.3
1580545890,11.3
1580545950,11.3
1580546010,11.3
1580546070,11.3
1580546130,11.3
1580546190,11.3
1580546250,11.3
1580546310,11.3
1580546370,11.3
1580546430,11.3
1580546490,11.3
1580546550,11.3
1580546610,11.3
1580546670,11.3
1580546730,11.3
1580546790,11.3
1580546850,11.3
1580546910,11.3
1580546970,11.3
1580547030,11.3
1580547090,11.3
1580547150,11.3
1580547210,11.3
1580547270,11.3
1580547330,11.3
1580547390,11.3
1580547450,11.3
1580547510,11.3
1580547570,11.3
1580547630,11.3
1580547690,11.3
1580547750,11.3
1580547810,11.3
1580547870,11.3
1580547930,11.3
1580547990,11.3
1580548050,11.3
1580548110,11.3
1580548170,11.3
1580548230,11.3
1580548290,11.3
1580548350,11.3
1580548410,11.3
1580548470,11.3
1580548530,11.3
1580548590,11.3
1580548650,11.3
1580548710,11.3
1580548770,11.3
1580548830,11.3
1580548890,11.3
1580548950,11.3
1580549010,11.3
1580549070,11.3
1580549130,11.3
1580549190,11.3
1580549250,11.3
1580549310,11.3
1580549370,11.3
1580549430,11.3
1580549490,11.3
1580549550,11.3
1580549610,11.3
1580549670,11.3
1580549730,11.3
1580549790,11.3
1580549850,11.3
1580549910,11.3
1580549970,11.3
1580550030,11.3
1580550090,11.3
1580550150,11.3
1580550210,11.3
1580550270,11.3
1580550330,11.3
1580550390,11.3
1580550450,11.3
1580550510,11.3
1580550570,11.3
1580550630,11.3
1580550690,11.3
1580550750,11.3
1580550810,11.3
1580550870,11.3
1580550930,11.3
1580550990,11.3
1580551050,11.3
1580551110,11.3
1580551170,11.3
1580551230,11.3
1580551290,11.3
1580551350,11.3
1580551410,11.3
1580551470,11.3
1580551530,11.3
1580551590,11.3
1580551650,11.3
1580551710,11.3
1580551770,11.3
1580551830,11.3
1580551890,11.3
1580551950,11.3
1580552010,11.3
1580552070,11.3
1580552130,11.3
1580552190,11.3
1580552250,11.3
1580552310,11.3
1580552370,11.3
1580552430,11.3
1580552490,11.3
1580552550,11.3
1580552610,11.3
1580552670,11.3
1580552730,11.3
1580552790,11.3
1580552850,11.3
1580552910,11.3
1580552970,11.3
1580553030,11.3
1580553090,11.3
1580553150,11.3
1580553210,11.3
1580553270,11.3
1580553330,11.3
1580553390,11.3
1580553450,11.3
1580553510,11.3
1580553570,11.3
1580553630,11.3
1580553690,11.3
1580553750,11.3
1580553810,11.3
1580553870,11.3
1580553930,11.3
1580553990,11.3
1580554050,11.3
1580554110,11.3
1580554170,11.3
1580554230,11.3
1580554290,11.3
1580554350,11.3
1580554410,11.3
1580554470,11.3
1580554530,11.3
1580554590,11.3
1580554650,11.3
1580554710,11.3
1580554770,11.3
1580554830,11.3
1580554890,11.3
1580554950,11.3
1580555010,11.3
1580555070,11.3
1580555130,11.3
1580555190,11.3
1580555250,11.3
1580555310,11.3
1580555370,11.3
1580555430,11.3
1580555490,11.3
1580555550,11.3
1580555610,11.3
1580555670,11.3
1580555730,11.3
1580555790,11.3
1580555850,11.3
1580555910,11.3
1580555970,11.3
1580556030,11.3
1580556090,11.3
1580556150,11.3
1580556210,11.3
1580556270,11.3
1580556330,11.3
1580556390,11.3
1580556450,11.3
1580556510,11.3
1580556570,11.3
1580556630,11.3
1580556690,11.3
1580556750,11.3
1580556810,11.3
1580556870,11.3
1580556930,11.3
1580556990,11.3
1580557050,11.3
1580557110,11.3
1580557170,11.3
1580557230,11.3
1580557290,11.3
1580557350,11.3
1580557410,11.3
1580557470,11.3
1580557530,11.3
1580557590,11.3
1580557650,11.3
1580557710,11.3
1580557770,11.3
1580557830,11.3
1580557890,11.3
1580557950,11.3
1580558010,11.3
1580558070,11.3
1580558130,11.3
1580558190,11.3
1580558250,11.3
1580558310,11.3
1580558370,11.3
1580558430,11.3
1580558490,11.3
1580558550,11.3
1580558610,11.3
1580558670,11.3
1580558730,11.3
1580558790,11.3
1580558850,11.3
1580558910,11.3
1580558970,11.3
1580559030,11.3
1580559090,11.3
1580559150,11.3
1580559210,11.3
1580559270,11.3
1580559330,11.3
1580559390,11.3
1580559450,11.3
1580559510,11.3
1580559570,11.3
1580559630,11.3
1580559690,11.3
1580559750,11.3
1580559810,11.3
1580559870,11.3
1580559930,11.3
1580559990,11.3
1580560050,11.3
1580560110,11.3
1580560170,11.3
1580560230,11.3
1580560290,11.3
1580560350,11.3
1580560410,11.3
1580560470,11.3
1580560530,11.3
1580560590,11.3
1580560650,11.3
1580560710,11.3
1580560770,11.3
1580560830,11.3
1580560890,11.3
1580560950,11.3
1580561010,11.3
1580561070,11.3
1580561130,11.3
1580561190,11.3
1580561250,11.3
1580561310,11.3
1580561370,11.3
1580561430,11.3
1580561490,11.3
1580561550,11.3
1580561610,11.3
1580561670,11.3
1580561730,11.3
1580561790,11.3
1580561850,11.3
1580561910,11.3
1580561970,11.3
1580562030,11.3
1580562090,11.3
1580562150,11.3
1580562210,11.3
1580562270,11.3
1580562330,11.3
1580562390,11.3
1580562450,11.3
1580562510,11.3
1580562570,11.3
1580562630,11.3
1580562690,11.3
1580562750,11.3
1580562810,11.3
1580562870,11.3
1580562930,11.3
1580562990,11.3
1580563050,11.3
1580563110,11.3
1580563170,11.3
1580563230,11.3
1580563290,11.3
1580563350,11.3
1580563410,11.3
1580563470,11.3
1580563530,11.3
1580563590,11.3
1580563650,11.3
1580563710,11.3
1580563770,11.3
1580563830,11.3
1580563890,11.3
1580563950,11.3
1580564010,11.3
1580564070,11.3
1580564130,11.3
1580564190,11.3
1580564250,11.3
1580564310,11.3
1580564370,11.3
1580564430,11.3
1580564490,11.3
1580564550,11.3
1580564610,11.3
1580564670,11.3
1580564730,11.3
1580564790,11.3
1580564850,11.3
1580564910,11.3
1580564970,11.3
1580565030,11.3
1580565090,11.3
1580565150,11.3
1580565210,11.3
1580565270,11.3
1580565330,11.3
1580565390,11.3
1580565450,11.3
1580565510,11.3
1580565570,11.3
1580565630,11.3
1580565690,11.3
1580565750,11.3
1580565810,11.3
1580565870,11.3
1580565930,11.3
1580565990,11.3
1580566050,11.3
1580566110,11.3
1580566170,11.3
1580566230,11.3
1580566290,11.3
1580566350,11.3
1580566410,11.3
1580566470,11.3
1580566530,11.3
1580566590,11.3
1580566650,11.3
1580566710,11.3
1580566770,11.3
1580566830,11.3
1580566890,11.3
1580566950,11.3
1580567010,11.3
1580567070,11.3
1580567130,11.3
1580567190,11.3
1580567250,11.3
1580567310,11.3
1580567370,11.3
1580567430,11.3
1580567490,11.3
1580567550,11.3
1580567610,11.3
1580567670,11.3
1580567730,11.3
1580567790,11.3
1580567850,11.3
1580567910,11.3
1580567970,11.3
1580568030,11.3
1580568090,11.3
1580568150,11.3
1580568210,11.3
1580568270,11.3
1580568330,11.3
1580568390,11.3
1580568450,11.3
1580568510,11.3
1580568570,11.3
1580568630,11.3
1580568690,11.3
1580568750,11.3
1580568810,11.3
1580568870,11.3
1580568930,11.3
1580568990,11.3
1580569050,11.3
1580569110,11.3
1580569170,11.3
1580569230,11.3
1580569290,11.3
1580569350,11.3
1580569410,11.3
1580569470,11.3
1580569530,11.3
1580569590,11.3
1580569650,11.3
1580569710,11.3
1580569770,11.3
1580569830,11.3
1580569890,11.3
1580569950,11.3
1580570010,11.3
1580570070,11.3
1580570130,11.3
1580570190,11.3
1580570250,11.3
1580570310,11.3
1580570370,11.3
1580570430,11.3
1580570490,11.3
1580570550,11.3
1580570610,11.3
1580570670,11.3
1580570730,11.3
1580570790,11.3
1580570850,11.3
1580570910,11.3
1580570970,11.3
1580571030,11.3
1580571090,11.3
1580571150,11.3
1580571210,11.3
1580571270,11.3
1580571330,11.3
1580571390,11.3
1580571450,11.3
1580571510,11.3
1580571570,11.3
1580571630,11.3
1580571690,11.3
1580571750,11.3
1580571810,11.3
1580571870,11.3
1580571930,11.3
1580571990,11.3
1580572050,11.3
1580572110,11.3
1580572170,11.3
1580572230,11.3
1580572290,11.3
1580572350,11.3
1580572410,11.3
1580572470,11.3
1580572530,11.3
1580572590,11.3
1580572650,11.3
1580572710,11.3
1580572770,11.3
1580572830,11.3
1580572890,11.3
1580572950,11.3
1580573010,11.3
1580573070,11.3
1580573130,11.3
1580573190,11.3
1580573250,11.3
1580573310,11.3
1580573370,11.3
1580573430,11.3
1580573490,11.3
1580573550,11.3
1580573610,11.3
1580573670,11.3
1580573730,11.3
1580573790,11.3
1580573850,11.3
1580573910,11.3
1580573970,11.3
1580574030,11.3
1580574090,11.3
1580574150,11.3
1580574210,11.3
1580574270,11.3
1580574330,11.3
1580574390,11.3
1580574450,11.3
1580574510,11.3
1580574570,11.3
1580574630,11.3
1580574690,11.3
1580574750,11.3
1580574810,11.3
1580574870,11.3
1580574930,11.3
1580574990,11.3
1580575050,11.3
1580575110,11.3
1580575170,11.3
1580575230,11.3
1580575290,11.3
1580575350,11.3
1580575410,11.3
1580575470,11.3
1580575530,11.3
1580575590,11.3
1580575650,11.3
1580575710,11.3
1580575770,11.3
1580575830,11.3
1580575890,11.3
1580575950,11.3
1580576010,11.3
1580576070,11.3
1580576130,11.3
1580576190,11.3
1580576250,11.3
1580576310,11.3
1580576370,11.3
1580576430,11.3
1580576490,11.3
1580576550,11.3
1580576610,11.3
1580576670,11.3
1580576730,11.3
1580576790,11.3
1580576850,11.3
1580576910,11.3
1580576970,11.3
1580577030,11.3
1580577090,11.3
1580577150,11.3
1580577210,11.3
1580577270,11.3
1580577330,11.3
1580577390,11.3
1580577450,11.3
1580577510,11.3
1580577570,11.3
1580577630,11.3
1580577690,11.3
1580577750,11.3
1580577810,11.3
1580577870,11.3
1580577930,11.3
1580577990,11.3
1580578050,11.3
1580578110,11.3
1580578170,11.3
1580578230,11.3
1580578290,11.3
1580578350,11.3
1580578410,11.3
1580578470,11.3
1580578530,11.3
1580578590,11.3
1580578650,11.3
1580578710,11.3
1580578770,11.3
1580578830,11.3
1580578890,11.3
1580578950,11.3
1580579010,11.3
1580579070,11.3
1580579130,11.3
1580579190,11.3
1580579250,11.3
1580579310,11.3
1580579370,11.3
1580579430,11.3
1580579490,11.3
1580579550,11.3
1580579610,11.3
